name,family,num_qubits,method,routing_score,swap_count,swap_count_source,terminal_objective,routing_time_sec,runtime,evaluating_router,original_num_qubits,original_gate_count_all,original_1q_count_all,original_2q_count_all,original_cnot_count_all,original_depth,routed_gate_count_all,routed_1q_count_all,routed_2q_count_all,routed_cnot_raw_count,routed_cnot_equiv_count,routed_swap_count,routed_depth,additional_gates_total,additional_1q_total,additional_2q_total,additional_swap_count,additional_cnot_equiv_from_swap,depth_overhead,mode
routing_stress_32_0230,routing_stress,32,trivial,256.0,256.0,exact_swap_ops,256.0,0.006486799800768495,0.006486799800768495,qiskit_sabre,32.0,339.0,252.0,87.0,87.0,56.0,595.0,252.0,343.0,87.0,855.0,256.0,163.0,256.0,0.0,256.0,256.0,768.0,107.0,
routing_stress_32_0230,routing_stress,32,dense,180.0,180.0,exact_swap_ops,180.0,0.008115199860185385,0.008115199860185385,qiskit_sabre,32.0,339.0,252.0,87.0,87.0,56.0,519.0,252.0,267.0,87.0,627.0,180.0,121.0,180.0,0.0,180.0,180.0,540.0,65.0,
routing_stress_32_0230,routing_stress,32,random_best,205.0,205.0,exact_swap_ops,205.0,0.008700300008058548,0.008700300008058548,qiskit_sabre,32.0,339.0,252.0,87.0,87.0,56.0,544.0,252.0,292.0,87.0,702.0,205.0,132.0,205.0,0.0,205.0,205.0,615.0,76.0,
routing_stress_32_0230,routing_stress,32,sabre_layout,114.0,114.0,exact_swap_ops,114.0,0.006089099915698171,0.006089099915698171,qiskit_sabre,32.0,339.0,252.0,87.0,87.0,56.0,453.0,252.0,201.0,87.0,429.0,114.0,92.0,114.0,0.0,114.0,114.0,342.0,36.0,
routing_stress_32_0230,routing_stress,32,rl+beam+tabu,155.0,155.0,,,0.006271200021728873,,qiskit_sabre,32.0,339.0,252.0,87.0,87.0,56.0,494.0,252.0,242.0,87.0,552.0,155.0,111.0,155.0,0.0,155.0,155.0,465.0,55.0,beam8_tabu
qaoa_16_0210,qaoa,16,trivial,115.0,115.0,exact_swap_ops,115.0,0.006093599833548069,0.006093599833548069,qiskit_sabre,16.0,336.0,272.0,64.0,64.0,48.0,451.0,272.0,179.0,64.0,409.0,115.0,129.0,115.0,0.0,115.0,115.0,345.0,81.0,
qaoa_16_0210,qaoa,16,dense,75.0,75.0,exact_swap_ops,75.0,0.006018099840730429,0.006018099840730429,qiskit_sabre,16.0,336.0,272.0,64.0,64.0,48.0,411.0,272.0,139.0,64.0,289.0,75.0,115.0,75.0,0.0,75.0,75.0,225.0,67.0,
qaoa_16_0210,qaoa,16,random_best,96.0,96.0,exact_swap_ops,96.0,0.006318199913948774,0.006318199913948774,qiskit_sabre,16.0,336.0,272.0,64.0,64.0,48.0,432.0,272.0,160.0,64.0,352.0,96.0,134.0,96.0,0.0,96.0,96.0,288.0,86.0,
qaoa_16_0210,qaoa,16,sabre_layout,24.0,24.0,exact_swap_ops,24.0,0.006070500006899238,0.006070500006899238,qiskit_sabre,16.0,336.0,272.0,64.0,64.0,48.0,360.0,272.0,88.0,64.0,136.0,24.0,85.0,24.0,0.0,24.0,24.0,72.0,37.0,
qaoa_16_0210,qaoa,16,rl+beam+tabu,37.0,37.0,,,0.006195500027388334,,qiskit_sabre,16.0,336.0,272.0,64.0,64.0,48.0,373.0,272.0,101.0,64.0,175.0,37.0,71.0,37.0,0.0,37.0,37.0,111.0,23.0,beam8_tabu
peres_10,peres,3,trivial,4.0,4.0,exact_swap_ops,4.0,0.005315200192853808,0.005315200192853808,qiskit_sabre,3.0,20.0,13.0,7.0,7.0,14.0,24.0,13.0,11.0,7.0,19.0,4.0,21.0,4.0,0.0,4.0,4.0,12.0,7.0,
peres_10,peres,3,dense,4.0,4.0,exact_swap_ops,4.0,0.00552919995971024,0.00552919995971024,qiskit_sabre,3.0,20.0,13.0,7.0,7.0,14.0,24.0,13.0,11.0,7.0,19.0,4.0,21.0,4.0,0.0,4.0,4.0,12.0,7.0,
peres_10,peres,3,random_best,5.0,5.0,exact_swap_ops,5.0,0.005404100054875016,0.005404100054875016,qiskit_sabre,3.0,20.0,13.0,7.0,7.0,14.0,25.0,13.0,12.0,7.0,22.0,5.0,22.0,5.0,0.0,5.0,5.0,15.0,8.0,
peres_10,peres,3,sabre_layout,1.0,1.0,exact_swap_ops,1.0,0.007376100169494748,0.007376100169494748,qiskit_sabre,3.0,20.0,13.0,7.0,7.0,14.0,21.0,13.0,8.0,7.0,10.0,1.0,19.0,1.0,0.0,1.0,1.0,3.0,5.0,
peres_10,peres,3,rl+beam+tabu,2.0,3.0,,,0.0058195998426526785,,qiskit_sabre,3.0,20.0,13.0,7.0,7.0,14.0,23.0,13.0,10.0,7.0,16.0,3.0,21.0,3.0,0.0,3.0,3.0,9.0,7.0,beam8_tabu
mod10_171,mod10,4,trivial,34.0,34.0,exact_swap_ops,34.0,0.007250299910083413,0.007250299910083413,qiskit_sabre,4.0,166.0,103.0,63.0,63.0,126.0,200.0,103.0,97.0,63.0,165.0,34.0,157.0,34.0,0.0,34.0,34.0,102.0,31.0,
mod10_171,mod10,4,dense,38.0,38.0,exact_swap_ops,38.0,0.007120999973267317,0.007120999973267317,qiskit_sabre,4.0,166.0,103.0,63.0,63.0,126.0,204.0,103.0,101.0,63.0,177.0,38.0,156.0,38.0,0.0,38.0,38.0,114.0,30.0,
mod10_171,mod10,4,random_best,29.0,29.0,exact_swap_ops,29.0,0.006266799988225102,0.006266799988225102,qiskit_sabre,4.0,166.0,103.0,63.0,63.0,126.0,195.0,103.0,92.0,63.0,150.0,29.0,154.0,29.0,0.0,29.0,29.0,87.0,28.0,
mod10_171,mod10,4,sabre_layout,29.0,29.0,exact_swap_ops,29.0,0.005952399922534823,0.005952399922534823,qiskit_sabre,4.0,166.0,103.0,63.0,63.0,126.0,195.0,103.0,92.0,63.0,150.0,29.0,158.0,29.0,0.0,29.0,29.0,87.0,32.0,
mod10_171,mod10,4,rl+beam+tabu,19.0,19.0,,,0.005787200061604381,,qiskit_sabre,4.0,166.0,103.0,63.0,63.0,126.0,185.0,103.0,82.0,63.0,120.0,19.0,157.0,19.0,0.0,19.0,19.0,57.0,31.0,beam8
alu-v4_37,alu-v4,5,trivial,18.0,18.0,exact_swap_ops,18.0,0.007185900118201971,0.007185900118201971,qiskit_sabre,5.0,43.0,27.0,16.0,16.0,32.0,61.0,27.0,34.0,16.0,70.0,18.0,45.0,18.0,0.0,18.0,18.0,54.0,13.0,
alu-v4_37,alu-v4,5,dense,10.0,10.0,exact_swap_ops,10.0,0.0055807000026106834,0.0055807000026106834,qiskit_sabre,5.0,43.0,27.0,16.0,16.0,32.0,53.0,27.0,26.0,16.0,46.0,10.0,40.0,10.0,0.0,10.0,10.0,30.0,8.0,
alu-v4_37,alu-v4,5,random_best,14.0,14.0,exact_swap_ops,14.0,0.005395999876782298,0.005395999876782298,qiskit_sabre,5.0,43.0,27.0,16.0,16.0,32.0,57.0,27.0,30.0,16.0,58.0,14.0,42.0,14.0,0.0,14.0,14.0,42.0,10.0,
alu-v4_37,alu-v4,5,sabre_layout,3.0,3.0,exact_swap_ops,3.0,0.005708599928766489,0.005708599928766489,qiskit_sabre,5.0,43.0,27.0,16.0,16.0,32.0,46.0,27.0,19.0,16.0,25.0,3.0,38.0,3.0,0.0,3.0,3.0,9.0,6.0,
alu-v4_37,alu-v4,5,rl+beam+tabu,2.0,6.0,,,0.010441399877890944,,qiskit_sabre,5.0,43.0,27.0,16.0,16.0,32.0,49.0,27.0,22.0,16.0,34.0,6.0,39.0,6.0,0.0,6.0,6.0,18.0,7.0,beam8_tabu
urf3_156,urf3,10,trivial,186584.0,186584.0,exact_swap_ops,186584.0,1.4043882999103516,1.4043882999103516,qiskit_sabre,10.0,716832.0,489500.0,227332.0,227332.0,498092.0,903416.0,489500.0,413916.0,227332.0,787084.0,186584.0,659592.0,186584.0,0.0,186584.0,186584.0,559752.0,161500.0,
urf3_156,urf3,10,dense,190588.0,190588.0,exact_swap_ops,190588.0,1.3484751000069082,1.3484751000069082,qiskit_sabre,10.0,716832.0,489500.0,227332.0,227332.0,498092.0,907420.0,489500.0,417920.0,227332.0,799096.0,190588.0,658408.0,190588.0,0.0,190588.0,190588.0,571764.0,160316.0,
urf3_156,urf3,10,random_best,165386.0,165386.0,exact_swap_ops,165386.0,1.3234277998562902,1.3234277998562902,qiskit_sabre,10.0,716832.0,489500.0,227332.0,227332.0,498092.0,882218.0,489500.0,392718.0,227332.0,723490.0,165386.0,658863.0,165386.0,0.0,165386.0,165386.0,496158.0,160771.0,
urf3_156,urf3,10,sabre_layout,185562.0,185562.0,exact_swap_ops,185562.0,1.3765066000632942,1.3765066000632942,qiskit_sabre,10.0,716832.0,489500.0,227332.0,227332.0,498092.0,902394.0,489500.0,412894.0,227332.0,784018.0,185562.0,660416.0,185562.0,0.0,185562.0,185562.0,556686.0,162324.0,
urf3_156,urf3,10,rl+beam+tabu,178459.0,179960.0,,,1.378596699796617,,qiskit_sabre,10.0,716832.0,489500.0,227332.0,227332.0,498092.0,896792.0,489500.0,407292.0,227332.0,767212.0,179960.0,654774.0,179960.0,0.0,179960.0,179960.0,539880.0,156682.0,beam8_tabu
random_28_0250,random,28,trivial,1237.0,1237.0,exact_swap_ops,1237.0,0.012591399950906634,0.012591399950906634,qiskit_sabre,28.0,3443.0,2785.0,658.0,658.0,263.0,4680.0,2785.0,1895.0,658.0,4369.0,1237.0,919.0,1237.0,0.0,1237.0,1237.0,3711.0,656.0,
random_28_0250,random,28,dense,1019.0,1019.0,exact_swap_ops,1019.0,0.013337300159037113,0.013337300159037113,qiskit_sabre,28.0,3443.0,2785.0,658.0,658.0,263.0,4462.0,2785.0,1677.0,658.0,3715.0,1019.0,877.0,1019.0,0.0,1019.0,1019.0,3057.0,614.0,
random_28_0250,random,28,random_best,1046.0,1046.0,exact_swap_ops,1046.0,0.01270459988154471,0.01270459988154471,qiskit_sabre,28.0,3443.0,2785.0,658.0,658.0,263.0,4489.0,2785.0,1704.0,658.0,3796.0,1046.0,884.0,1046.0,0.0,1046.0,1046.0,3138.0,621.0,
random_28_0250,random,28,sabre_layout,991.0,991.0,exact_swap_ops,991.0,0.01648709992878139,0.01648709992878139,qiskit_sabre,28.0,3443.0,2785.0,658.0,658.0,263.0,4434.0,2785.0,1649.0,658.0,3631.0,991.0,841.0,991.0,0.0,991.0,991.0,2973.0,578.0,
random_28_0250,random,28,rl+beam+tabu,954.0,954.0,,,0.012584600131958723,,qiskit_sabre,28.0,3443.0,2785.0,658.0,658.0,263.0,4397.0,2785.0,1612.0,658.0,3520.0,954.0,794.0,954.0,0.0,954.0,954.0,2862.0,531.0,beam8
sym6_316,sym6,14,trivial,126.0,126.0,exact_swap_ops,126.0,0.006365099921822548,0.006365099921822548,qiskit_sabre,14.0,317.0,210.0,107.0,107.0,195.0,443.0,210.0,233.0,107.0,485.0,126.0,283.0,126.0,0.0,126.0,126.0,378.0,88.0,
sym6_316,sym6,14,dense,113.0,113.0,exact_swap_ops,113.0,0.006177600007504225,0.006177600007504225,qiskit_sabre,14.0,317.0,210.0,107.0,107.0,195.0,430.0,210.0,220.0,107.0,446.0,113.0,295.0,113.0,0.0,113.0,113.0,339.0,100.0,
sym6_316,sym6,14,random_best,118.0,118.0,exact_swap_ops,118.0,0.006200600182637572,0.006200600182637572,qiskit_sabre,14.0,317.0,210.0,107.0,107.0,195.0,435.0,210.0,225.0,107.0,461.0,118.0,284.0,118.0,0.0,118.0,118.0,354.0,89.0,
sym6_316,sym6,14,sabre_layout,61.0,61.0,exact_swap_ops,61.0,0.006338199833407998,0.006338199833407998,qiskit_sabre,14.0,317.0,210.0,107.0,107.0,195.0,378.0,210.0,168.0,107.0,290.0,61.0,270.0,61.0,0.0,61.0,61.0,183.0,75.0,
sym6_316,sym6,14,rl+beam+tabu,89.0,90.0,,,0.00824799994006753,,qiskit_sabre,14.0,317.0,210.0,107.0,107.0,195.0,407.0,210.0,197.0,107.0,377.0,90.0,267.0,90.0,0.0,90.0,90.0,270.0,72.0,beam8_tabu
3_17_14,3_17,3,trivial,8.0,8.0,exact_swap_ops,8.0,0.006084799999371171,0.006084799999371171,qiskit_sabre,3.0,42.0,27.0,15.0,15.0,31.0,50.0,27.0,23.0,15.0,39.0,8.0,43.0,8.0,0.0,8.0,8.0,24.0,12.0,
3_17_14,3_17,3,dense,6.0,6.0,exact_swap_ops,6.0,0.006578200031071901,0.006578200031071901,qiskit_sabre,3.0,42.0,27.0,15.0,15.0,31.0,48.0,27.0,21.0,15.0,33.0,6.0,42.0,6.0,0.0,6.0,6.0,18.0,11.0,
3_17_14,3_17,3,random_best,7.0,7.0,exact_swap_ops,7.0,0.008429599925875664,0.008429599925875664,qiskit_sabre,3.0,42.0,27.0,15.0,15.0,31.0,49.0,27.0,22.0,15.0,36.0,7.0,44.0,7.0,0.0,7.0,7.0,21.0,13.0,
3_17_14,3_17,3,sabre_layout,3.0,3.0,exact_swap_ops,3.0,0.005752100143581629,0.005752100143581629,qiskit_sabre,3.0,42.0,27.0,15.0,15.0,31.0,45.0,27.0,18.0,15.0,24.0,3.0,41.0,3.0,0.0,3.0,3.0,9.0,10.0,
3_17_14,3_17,3,rl+beam+tabu,3.0,5.0,,,0.005652799969539046,,qiskit_sabre,3.0,42.0,27.0,15.0,15.0,31.0,47.0,27.0,20.0,15.0,30.0,5.0,43.0,5.0,0.0,5.0,5.0,15.0,12.0,beam8_tabu
urf5_159,urf5,9,trivial,33104.0,33104.0,exact_swap_ops,33104.0,0.23534190002828836,0.23534190002828836,qiskit_sabre,9.0,126677.0,86089.0,40588.0,40588.0,88155.0,159781.0,86089.0,73692.0,40588.0,139900.0,33104.0,115197.0,33104.0,0.0,33104.0,33104.0,99312.0,27042.0,
urf5_159,urf5,9,dense,28594.0,28594.0,exact_swap_ops,28594.0,0.22615620004944503,0.22615620004944503,qiskit_sabre,9.0,126677.0,86089.0,40588.0,40588.0,88155.0,155271.0,86089.0,69182.0,40588.0,126370.0,28594.0,118053.0,28594.0,0.0,28594.0,28594.0,85782.0,29898.0,
urf5_159,urf5,9,random_best,27108.0,27108.0,exact_swap_ops,27108.0,0.22085479996167123,0.22085479996167123,qiskit_sabre,9.0,126677.0,86089.0,40588.0,40588.0,88155.0,153785.0,86089.0,67696.0,40588.0,121912.0,27108.0,115598.0,27108.0,0.0,27108.0,27108.0,81324.0,27443.0,
urf5_159,urf5,9,sabre_layout,26919.0,26919.0,exact_swap_ops,26919.0,0.2357991999015212,0.2357991999015212,qiskit_sabre,9.0,126677.0,86089.0,40588.0,40588.0,88155.0,153596.0,86089.0,67507.0,40588.0,121345.0,26919.0,116330.0,26919.0,0.0,26919.0,26919.0,80757.0,28175.0,
urf5_159,urf5,9,rl+beam+tabu,28252.0,28252.0,,,0.23260130011476576,,qiskit_sabre,9.0,126677.0,86089.0,40588.0,40588.0,88155.0,154929.0,86089.0,68840.0,40588.0,125344.0,28252.0,118066.0,28252.0,0.0,28252.0,28252.0,84756.0,29911.0,beam8
misex3c_244,misex3c,28,trivial,756935.0,756935.0,exact_swap_ops,756935.0,4.5969325001351535,4.5969325001351535,qiskit_sabre,28.0,2277687.0,1596093.0,681594.0,681594.0,1629445.0,3034622.0,1596093.0,1438529.0,681594.0,2952399.0,756935.0,2253333.0,756935.0,0.0,756935.0,756935.0,2270805.0,623888.0,
misex3c_244,misex3c,28,dense,762171.0,762171.0,exact_swap_ops,762171.0,4.457968299975619,4.457968299975619,qiskit_sabre,28.0,2277687.0,1596093.0,681594.0,681594.0,1629445.0,3039858.0,1596093.0,1443765.0,681594.0,2968107.0,762171.0,2261304.0,762171.0,0.0,762171.0,762171.0,2286513.0,631859.0,
misex3c_244,misex3c,28,random_best,751006.0,751006.0,exact_swap_ops,751006.0,4.574539999943227,4.574539999943227,qiskit_sabre,28.0,2277687.0,1596093.0,681594.0,681594.0,1629445.0,3028693.0,1596093.0,1432600.0,681594.0,2934612.0,751006.0,2254318.0,751006.0,0.0,751006.0,751006.0,2253018.0,624873.0,
misex3c_244,misex3c,28,sabre_layout,754362.0,754362.0,exact_swap_ops,754362.0,4.49802689999342,4.49802689999342,qiskit_sabre,28.0,2277687.0,1596093.0,681594.0,681594.0,1629445.0,3032049.0,1596093.0,1435956.0,681594.0,2944680.0,754362.0,2257868.0,754362.0,0.0,754362.0,754362.0,2263086.0,628423.0,
misex3c_244,misex3c,28,rl+beam+tabu,758324.0,758324.0,,,4.656795900082216,,qiskit_sabre,28.0,2277687.0,1596093.0,681594.0,681594.0,1629445.0,3036011.0,1596093.0,1439918.0,681594.0,2956566.0,758324.0,2259885.0,758324.0,0.0,758324.0,758324.0,2274972.0,630440.0,beam8
4gt4-v0_73,4gt4-v0,16,trivial,154.0,154.0,exact_swap_ops,154.0,0.0073049000930041075,0.0073049000930041075,qiskit_sabre,16.0,491.0,312.0,179.0,179.0,271.0,645.0,312.0,333.0,179.0,641.0,154.0,507.0,154.0,0.0,154.0,154.0,462.0,236.0,
4gt4-v0_73,4gt4-v0,16,dense,141.0,141.0,exact_swap_ops,141.0,0.006963100051507354,0.006963100051507354,qiskit_sabre,16.0,491.0,312.0,179.0,179.0,271.0,632.0,312.0,320.0,179.0,602.0,141.0,490.0,141.0,0.0,141.0,141.0,423.0,219.0,
4gt4-v0_73,4gt4-v0,16,random_best,146.0,146.0,exact_swap_ops,146.0,0.006686900043860078,0.006686900043860078,qiskit_sabre,16.0,491.0,312.0,179.0,179.0,271.0,637.0,312.0,325.0,179.0,617.0,146.0,489.0,146.0,0.0,146.0,146.0,438.0,218.0,
4gt4-v0_73,4gt4-v0,16,sabre_layout,130.0,130.0,exact_swap_ops,130.0,0.006739899981766939,0.006739899981766939,qiskit_sabre,16.0,491.0,312.0,179.0,179.0,271.0,621.0,312.0,309.0,179.0,569.0,130.0,481.0,130.0,0.0,130.0,130.0,390.0,210.0,
4gt4-v0_73,4gt4-v0,16,rl+beam+tabu,130.0,130.0,,,0.006481599994003773,,qiskit_sabre,16.0,491.0,312.0,179.0,179.0,271.0,621.0,312.0,309.0,179.0,569.0,130.0,469.0,130.0,0.0,130.0,130.0,390.0,198.0,beam8_tabu
random_32_0348,random,32,trivial,1662.0,1662.0,exact_swap_ops,1662.0,0.015111400047317147,0.015111400047317147,qiskit_sabre,32.0,4380.0,3474.0,906.0,906.0,329.0,6042.0,3474.0,2568.0,906.0,5892.0,1662.0,1109.0,1662.0,0.0,1662.0,1662.0,4986.0,780.0,
random_32_0348,random,32,dense,1463.0,1463.0,exact_swap_ops,1463.0,0.013071699999272823,0.013071699999272823,qiskit_sabre,32.0,4380.0,3474.0,906.0,906.0,329.0,5843.0,3474.0,2369.0,906.0,5295.0,1463.0,1124.0,1463.0,0.0,1463.0,1463.0,4389.0,795.0,
random_32_0348,random,32,random_best,1549.0,1549.0,exact_swap_ops,1549.0,0.01280839997343719,0.01280839997343719,qiskit_sabre,32.0,4380.0,3474.0,906.0,906.0,329.0,5929.0,3474.0,2455.0,906.0,5553.0,1549.0,1061.0,1549.0,0.0,1549.0,1549.0,4647.0,732.0,
random_32_0348,random,32,sabre_layout,1368.0,1368.0,exact_swap_ops,1368.0,0.012673499993979931,0.012673499993979931,qiskit_sabre,32.0,4380.0,3474.0,906.0,906.0,329.0,5748.0,3474.0,2274.0,906.0,5010.0,1368.0,957.0,1368.0,0.0,1368.0,1368.0,4104.0,628.0,
random_32_0348,random,32,rl+beam+tabu,1478.0,1495.0,,,0.015771000180393457,,qiskit_sabre,32.0,4380.0,3474.0,906.0,906.0,329.0,5875.0,3474.0,2401.0,906.0,5391.0,1495.0,1032.0,1495.0,0.0,1495.0,1495.0,4485.0,703.0,beam8_tabu
ham3_103,ham3,3,trivial,5.0,5.0,exact_swap_ops,5.0,0.005403699818998575,0.005403699818998575,qiskit_sabre,3.0,24.0,13.0,11.0,11.0,19.0,29.0,13.0,16.0,11.0,26.0,5.0,26.0,5.0,0.0,5.0,5.0,15.0,7.0,
ham3_103,ham3,3,dense,4.0,4.0,exact_swap_ops,4.0,0.005692100152373314,0.005692100152373314,qiskit_sabre,3.0,24.0,13.0,11.0,11.0,19.0,28.0,13.0,15.0,11.0,23.0,4.0,24.0,4.0,0.0,4.0,4.0,12.0,5.0,
ham3_103,ham3,3,random_best,5.0,5.0,exact_swap_ops,5.0,0.0059154999908059835,0.0059154999908059835,qiskit_sabre,3.0,24.0,13.0,11.0,11.0,19.0,29.0,13.0,16.0,11.0,26.0,5.0,26.0,5.0,0.0,5.0,5.0,15.0,7.0,
ham3_103,ham3,3,sabre_layout,1.0,1.0,exact_swap_ops,1.0,0.0060143000446259975,0.0060143000446259975,qiskit_sabre,3.0,24.0,13.0,11.0,11.0,19.0,25.0,13.0,12.0,11.0,14.0,1.0,23.0,1.0,0.0,1.0,1.0,3.0,4.0,
ham3_103,ham3,3,rl+beam+tabu,1.0,3.0,,,0.005629900144413114,,qiskit_sabre,3.0,24.0,13.0,11.0,11.0,19.0,27.0,13.0,14.0,11.0,20.0,3.0,25.0,3.0,0.0,3.0,3.0,9.0,6.0,beam8_tabu
4mod5-v1_24,4mod5-v1,5,trivial,18.0,18.0,exact_swap_ops,18.0,0.005512000061571598,0.005512000061571598,qiskit_sabre,5.0,41.0,27.0,14.0,14.0,28.0,59.0,27.0,32.0,14.0,68.0,18.0,43.0,18.0,0.0,18.0,18.0,54.0,15.0,
4mod5-v1_24,4mod5-v1,5,dense,12.0,12.0,exact_swap_ops,12.0,0.009303100174292922,0.009303100174292922,qiskit_sabre,5.0,41.0,27.0,14.0,14.0,28.0,53.0,27.0,26.0,14.0,50.0,12.0,40.0,12.0,0.0,12.0,12.0,36.0,12.0,
4mod5-v1_24,4mod5-v1,5,random_best,16.0,16.0,exact_swap_ops,16.0,0.005530699854716659,0.005530699854716659,qiskit_sabre,5.0,41.0,27.0,14.0,14.0,28.0,57.0,27.0,30.0,14.0,62.0,16.0,42.0,16.0,0.0,16.0,16.0,48.0,14.0,
4mod5-v1_24,4mod5-v1,5,sabre_layout,3.0,3.0,exact_swap_ops,3.0,0.005324500147253275,0.005324500147253275,qiskit_sabre,5.0,41.0,27.0,14.0,14.0,28.0,44.0,27.0,17.0,14.0,23.0,3.0,37.0,3.0,0.0,3.0,3.0,9.0,9.0,
4mod5-v1_24,4mod5-v1,5,rl+beam+tabu,4.0,4.0,,,0.005752400029450655,,qiskit_sabre,5.0,41.0,27.0,14.0,14.0,28.0,45.0,27.0,18.0,14.0,26.0,4.0,38.0,4.0,0.0,4.0,4.0,12.0,10.0,beam8_tabu
qft_10,qft,16,trivial,78.0,78.0,exact_swap_ops,78.0,0.0059576998464763165,0.0059576998464763165,qiskit_sabre,16.0,240.0,150.0,90.0,90.0,69.0,318.0,150.0,168.0,90.0,324.0,78.0,164.0,78.0,0.0,78.0,78.0,234.0,95.0,
qft_10,qft,16,dense,92.0,92.0,exact_swap_ops,92.0,0.0069132000207901,0.0069132000207901,qiskit_sabre,16.0,240.0,150.0,90.0,90.0,69.0,332.0,150.0,182.0,90.0,366.0,92.0,171.0,92.0,0.0,92.0,92.0,276.0,102.0,
qft_10,qft,16,random_best,86.0,86.0,exact_swap_ops,86.0,0.006051999982446432,0.006051999982446432,qiskit_sabre,16.0,240.0,150.0,90.0,90.0,69.0,326.0,150.0,176.0,90.0,348.0,86.0,169.0,86.0,0.0,86.0,86.0,258.0,100.0,
qft_10,qft,16,sabre_layout,37.0,37.0,exact_swap_ops,37.0,0.005926599958911538,0.005926599958911538,qiskit_sabre,16.0,240.0,150.0,90.0,90.0,69.0,277.0,150.0,127.0,90.0,201.0,37.0,143.0,37.0,0.0,37.0,37.0,111.0,74.0,
qft_10,qft,16,rl+beam+tabu,55.0,71.0,,,0.006216800073161721,,qiskit_sabre,16.0,240.0,150.0,90.0,90.0,69.0,311.0,150.0,161.0,90.0,303.0,71.0,137.0,71.0,0.0,71.0,71.0,213.0,68.0,beam8_tabu
4gt13_91,4gt13,5,trivial,24.0,24.0,exact_swap_ops,24.0,0.007106599863618612,0.007106599863618612,qiskit_sabre,5.0,80.0,47.0,33.0,33.0,62.0,104.0,47.0,57.0,33.0,105.0,24.0,79.0,24.0,0.0,24.0,24.0,72.0,17.0,
4gt13_91,4gt13,5,dense,20.0,20.0,exact_swap_ops,20.0,0.0055951999966055155,0.0055951999966055155,qiskit_sabre,5.0,80.0,47.0,33.0,33.0,62.0,100.0,47.0,53.0,33.0,93.0,20.0,78.0,20.0,0.0,20.0,20.0,60.0,16.0,
4gt13_91,4gt13,5,random_best,20.0,20.0,exact_swap_ops,20.0,0.005882800091058016,0.005882800091058016,qiskit_sabre,5.0,80.0,47.0,33.0,33.0,62.0,100.0,47.0,53.0,33.0,93.0,20.0,79.0,20.0,0.0,20.0,20.0,60.0,17.0,
4gt13_91,4gt13,5,sabre_layout,7.0,7.0,exact_swap_ops,7.0,0.005731099983677268,0.005731099983677268,qiskit_sabre,5.0,80.0,47.0,33.0,33.0,62.0,87.0,47.0,40.0,33.0,54.0,7.0,73.0,7.0,0.0,7.0,7.0,21.0,11.0,
4gt13_91,4gt13,5,rl+beam+tabu,14.0,14.0,,,0.005788099952042103,,qiskit_sabre,5.0,80.0,47.0,33.0,33.0,62.0,94.0,47.0,47.0,33.0,75.0,14.0,75.0,14.0,0.0,14.0,14.0,42.0,13.0,beam8
qaoa_32_0133,qaoa,32,trivial,313.0,313.0,exact_swap_ops,313.0,0.0074957001488655806,0.0074957001488655806,qiskit_sabre,32.0,919.0,733.0,186.0,186.0,80.0,1232.0,733.0,499.0,186.0,1125.0,313.0,219.0,313.0,0.0,313.0,313.0,939.0,139.0,
qaoa_32_0133,qaoa,32,dense,191.0,191.0,exact_swap_ops,191.0,0.007280599791556597,0.007280599791556597,qiskit_sabre,32.0,919.0,733.0,186.0,186.0,80.0,1110.0,733.0,377.0,186.0,759.0,191.0,183.0,191.0,0.0,191.0,191.0,573.0,103.0,
qaoa_32_0133,qaoa,32,random_best,222.0,222.0,exact_swap_ops,222.0,0.007107999874278903,0.007107999874278903,qiskit_sabre,32.0,919.0,733.0,186.0,186.0,80.0,1141.0,733.0,408.0,186.0,852.0,222.0,166.0,222.0,0.0,222.0,222.0,666.0,86.0,
qaoa_32_0133,qaoa,32,sabre_layout,85.0,85.0,exact_swap_ops,85.0,0.006834800122305751,0.006834800122305751,qiskit_sabre,32.0,919.0,733.0,186.0,186.0,80.0,1004.0,733.0,271.0,186.0,441.0,85.0,140.0,85.0,0.0,85.0,85.0,255.0,60.0,
qaoa_32_0133,qaoa,32,rl+beam+tabu,148.0,148.0,,,0.008435599971562624,,qiskit_sabre,32.0,919.0,733.0,186.0,186.0,80.0,1067.0,733.0,334.0,186.0,630.0,148.0,201.0,148.0,0.0,148.0,148.0,444.0,121.0,beam8_tabu
urf6_160,urf6,16,trivial,81996.0,81996.0,exact_swap_ops,81996.0,0.43427109997719526,0.43427109997719526,qiskit_sabre,16.0,214800.0,139620.0,75180.0,75180.0,105875.0,296796.0,139620.0,157176.0,75180.0,321168.0,81996.0,214885.0,81996.0,0.0,81996.0,81996.0,245988.0,109010.0,
urf6_160,urf6,16,dense,81375.0,81375.0,exact_swap_ops,81375.0,0.43071130011230707,0.43071130011230707,qiskit_sabre,16.0,214800.0,139620.0,75180.0,75180.0,105875.0,296175.0,139620.0,156555.0,75180.0,319305.0,81375.0,214939.0,81375.0,0.0,81375.0,81375.0,244125.0,109064.0,
urf6_160,urf6,16,random_best,78251.0,78251.0,exact_swap_ops,78251.0,0.4244769001379609,0.4244769001379609,qiskit_sabre,16.0,214800.0,139620.0,75180.0,75180.0,105875.0,293051.0,139620.0,153431.0,75180.0,309933.0,78251.0,213256.0,78251.0,0.0,78251.0,78251.0,234753.0,107381.0,
